time_key,platform_key,customer_key,product_key,total_orders,total_items_sold,gross_revenue,total_discounts,shipping_revenue,net_sales
20201108,2,1.20021,42,1,1,299.0,0.0,0.0,299.0
20201111,2,1.20021,42,1,1,299.0,0.0,45.0,299.0
20201117,2,1.20024,42,1,6,299.0,0.0,187.0,299.0
20201123,2,1.20023,42,1,1,299.0,0.0,45.0,299.0
20201124,2,1.20022,42,1,1,299.0,0.0,0.0,299.0
20201213,2,1.20036,42,1,1,60.0,0.0,45.0,60.0
20201215,2,1.20035,42,1,1,60.0,0.0,45.0,60.0
20201216,2,1.20034,42,1,1,299.0,0.0,0.0,299.0
20201217,2,1.20033,42,1,1,60.0,0.0,45.0,60.0
20201219,2,1.20032,42,1,2,120.0,0.0,48.0,120.0
20201223,2,1.2003,42,1,1,299.0,0.0,48.0,299.0
20201224,2,1.20029,42,1,1,60.0,0.0,0.0,60.0
20201225,2,1.20028,42,1,2,60.0,0.0,92.0,60.0
20201226,2,1.20027,42,1,1,299.0,0.0,0.0,299.0
20210102,2,1.20045,42,1,1,350.0,0.0,114.0,350.0
20210103,2,1.20043,33,1,1,80.0,0.0,40.0,80.0
20210105,2,1.20042,42,1,1,350.0,0.0,45.0,350.0
20210108,2,1.20041,42,1,1,350.0,0.0,45.0,350.0
20210111,2,1.20039,42,1,1,350.0,0.0,45.0,350.0
20210111,2,1.2004,42,1,1,350.0,0.0,75.0,350.0
20210118,2,1.20051,42,1,1,350.0,0.0,45.0,350.0
20210118,2,1.20052,33,1,2,160.0,0.0,45.0,160.0
20210118,2,1.20054,42,1,1,350.0,0.0,75.0,350.0
20210120,2,1.20049,42,1,1,0.0,0.0,16.666666666666668,0.0
20210120,2,1.20049,62,1,1,0.0,0.0,16.666666666666668,0.0
20210120,2,1.2005,42,1,1,350.0,0.0,60.5,350.0
20210120,2,1.2005,70,1,1,350.0,0.0,60.5,350.0
20210124,2,1.20047,33,1,3,240.0,0.0,45.0,240.0
20210203,2,1.20063,42,1,1,350.0,0.0,75.0,350.0
20210204,2,1.20062,42,1,1,350.0,0.0,75.0,350.0
20210206,2,1.2006,33,1,2,80.0,0.0,45.0,80.0
20210206,2,1.20061,42,1,1,350.0,0.0,45.0,350.0
20210209,2,1.20059,62,1,1,350.0,0.0,70.0,350.0
20210210,2,1.20057,42,1,1,350.0,0.0,45.0,350.0
20210212,2,1.20056,42,1,1,0.0,0.0,0.0,0.0
20210212,2,1.20056,62,1,1,0.0,0.0,0.0,0.0
20210212,2,1.20056,70,1,1,0.0,0.0,0.0,0.0
20210216,2,1.20071,62,1,1,350.0,0.0,40.0,350.0
20210218,2,1.20069,62,1,1,350.0,0.0,70.0,350.0
20210223,2,1.20067,42,1,1,350.0,0.0,45.0,350.0
20210226,2,1.20066,70,1,1,350.0,0.0,40.0,350.0
20210301,2,1.20065,42,1,1,350.0,0.0,45.0,350.0
20210303,2,1.20083,42,1,1,350.0,0.0,45.0,350.0
20210303,2,1.20084,42,1,1,350.0,0.0,45.0,350.0
20210303,2,1.20085,42,1,1,350.0,0.0,114.0,350.0
20210304,2,1.2008,42,1,1,350.0,0.0,22.5,350.0
20210304,2,1.2008,62,1,1,350.0,0.0,22.5,350.0
20210304,2,1.20081,42,1,1,350.0,0.0,45.0,350.0
20210304,2,1.20082,42,1,1,350.0,0.0,45.0,350.0
20210305,2,1.20079,42,1,1,350.0,0.0,0.0,350.0
20210306,2,1.20078,42,1,1,350.0,0.0,45.0,350.0
20210309,2,1.20076,42,1,1,350.0,0.0,75.0,350.0
20210310,2,1.20075,62,1,1,350.0,0.0,40.0,350.0
20210314,2,1.20074,42,1,1,350.0,0.0,45.0,350.0
20210315,2,1.20073,42,1,1,350.0,0.0,45.0,350.0
20210319,2,1.20095,42,1,1,350.0,0.0,45.0,350.0
20210323,2,1.20065,62,1,1,350.0,0.0,40.0,350.0
20210323,2,1.20092,33,1,1,80.0,0.0,22.5,80.0
20210325,2,1.20089,70,1,1,350.0,0.0,40.0,350.0
20210325,2,1.20091,33,1,1,80.0,0.0,42.5,80.0
20210325,2,1.20091,42,1,1,350.0,0.0,42.5,350.0
20210329,2,1.20087,42,1,1,350.0,0.0,45.0,350.0
20210404,2,1.20114,70,1,1,350.0,0.0,40.0,350.0
20210404,2,1.20115,42,1,1,350.0,0.0,45.0,350.0
20210408,2,1.20113,42,1,1,350.0,0.0,45.0,350.0
20210409,2,1.20109,42,1,1,350.0,0.0,45.0,350.0
20210411,2,1.20107,42,1,1,350.0,0.0,45.0,350.0
20210412,2,1.20065,42,1,1,350.0,0.0,45.0,350.0
20210413,2,1.20104,42,1,1,350.0,0.0,45.0,350.0
20210414,2,1.20103,42,1,1,350.0,0.0,45.0,350.0
20210415,2,1.20101,33,1,1,80.0,0.0,0.0,80.0
20210416,2,1.201,42,1,1,350.0,0.0,45.0,350.0
20210417,2,1.20097,42,1,1,350.0,0.0,71.0,350.0
20210417,2,1.20098,42,2,2,700.0,0.0,71.0,700.0
20210420,2,1.20184,62,1,1,350.0,0.0,22.5,350.0
20210424,2,1.20183,42,1,1,350.0,0.0,45.0,350.0
20210425,2,1.20181,33,1,3,240.0,0.0,45.0,240.0
20210425,2,1.20182,42,1,1,350.0,0.0,57.0,350.0
20210426,2,1.20179,70,2,2,700.0,0.0,40.0,700.0
20210426,2,1.2018,39,1,1,350.0,0.0,40.0,350.0
20210427,2,1.20176,42,1,1,350.0,0.0,45.0,350.0
20210427,2,1.20178,42,1,1,350.0,0.0,45.0,350.0
20210428,2,1.20173,42,1,1,350.0,0.0,0.0,350.0
20210428,2,1.20174,42,1,1,350.0,0.0,45.0,350.0
20210428,2,1.20175,42,1,1,350.0,0.0,71.0,350.0
20210429,2,1.20163,42,1,1,0.0,0.0,16.666666666666668,0.0
20210429,2,1.20163,61,1,1,130.0,0.0,16.666666666666668,130.0
20210429,2,1.20163,70,1,2,0.0,0.0,16.666666666666668,0.0
20210429,2,1.20164,42,1,1,350.0,0.0,45.0,350.0
20210429,2,1.20165,42,1,1,350.0,0.0,114.0,350.0
20210429,2,1.20166,42,1,1,350.0,0.0,45.0,350.0
20210429,2,1.20167,42,1,1,350.0,0.0,45.0,350.0
20210429,2,1.20168,42,1,1,350.0,0.0,45.0,350.0
20210429,2,1.20169,70,1,1,350.0,0.0,40.0,350.0
20210429,2,1.2017,42,1,1,0.0,0.0,16.666666666666668,0.0
20210429,2,1.2017,62,1,1,0.0,0.0,16.666666666666668,0.0
20210429,2,1.2017,70,1,1,0.0,0.0,16.666666666666668,0.0
20210429,2,1.20171,42,1,1,350.0,0.0,71.0,350.0
20210502,2,1.20161,42,1,1,350.0,0.0,45.0,350.0
20210502,2,1.20162,33,1,3,240.0,0.0,85.0,240.0
20210503,2,1.20142,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20143,42,1,2,0.0,0.0,77.0,0.0
20210503,2,1.20143,70,1,1,0.0,0.0,77.0,0.0
20210503,2,1.20144,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20145,39,1,1,350.0,0.0,22.5,350.0
20210503,2,1.20145,42,1,1,350.0,0.0,22.5,350.0
20210503,2,1.20146,42,1,2,350.0,0.0,45.0,350.0
20210503,2,1.20147,42,2,2,700.0,0.0,45.0,700.0
20210503,2,1.20148,42,1,1,350.0,0.0,22.5,350.0
20210503,2,1.20148,62,1,1,350.0,0.0,22.5,350.0
20210503,2,1.20149,42,1,1,350.0,0.0,71.0,350.0
20210503,2,1.2015,42,1,2,350.0,0.0,45.0,350.0
20210503,2,1.20151,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20152,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20153,39,1,3,300.0,0.0,45.0,300.0
20210503,2,1.20154,42,1,1,350.0,0.0,71.0,350.0
20210503,2,1.20155,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20156,42,1,2,350.0,0.0,45.0,350.0
20210503,2,1.20157,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.20158,42,1,1,350.0,0.0,0.0,350.0
20210503,2,1.20159,42,1,1,350.0,0.0,45.0,350.0
20210503,2,1.2016,38,1,1,350.0,0.0,22.5,350.0
20210503,2,1.2016,42,1,1,350.0,0.0,22.5,350.0
20210504,2,1.20116,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20117,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20118,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20119,70,1,1,350.0,0.0,40.0,350.0
20210504,2,1.2012,70,1,1,350.0,0.0,40.0,350.0
20210504,2,1.20121,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20122,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20123,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20124,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20125,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20126,42,1,1,350.0,0.0,114.0,350.0
20210504,2,1.20127,42,1,1,0.0,0.0,16.666666666666668,0.0
20210504,2,1.20127,62,1,1,0.0,0.0,16.666666666666668,0.0
20210504,2,1.20127,70,1,1,0.0,0.0,16.666666666666668,0.0
20210504,2,1.20128,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20129,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.2013,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20131,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20132,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20133,42,1,1,350.0,0.0,22.5,350.0
20210504,2,1.20133,70,1,1,350.0,0.0,22.5,350.0
20210504,2,1.20134,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20135,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.20136,33,1,2,160.0,0.0,63.333333333333336,160.0
20210504,2,1.20136,42,1,1,350.0,0.0,31.666666666666668,350.0
20210504,2,1.20137,42,1,1,350.0,0.0,71.0,350.0
20210504,2,1.20138,70,1,1,350.0,0.0,40.0,350.0
20210504,2,1.20139,42,1,1,350.0,0.0,45.0,350.0
20210504,2,1.2014,42,1,1,350.0,0.0,22.5,350.0
20210504,2,1.20141,33,1,2,160.0,0.0,63.333333333333336,160.0
20210504,2,1.20141,42,1,1,350.0,0.0,31.666666666666668,350.0
20210506,2,1.20151,33,1,1,100.0,0.0,40.0,100.0
20210506,2,1.2037,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20371,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20372,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20373,42,1,1,350.0,0.0,22.5,350.0
20210506,2,1.20373,70,1,1,350.0,0.0,22.5,350.0
20210506,2,1.20374,62,1,1,0.0,0.0,22.5,0.0
20210506,2,1.20374,70,1,2,0.0,0.0,22.5,0.0
20210506,2,1.20375,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20376,42,1,2,350.0,0.0,128.0,350.0
20210506,2,1.20377,42,1,1,350.0,0.0,71.0,350.0
20210506,2,1.20378,42,1,1,350.0,0.0,114.0,350.0
20210506,2,1.20379,42,1,1,350.0,0.0,22.5,350.0
20210506,2,1.20379,70,1,1,350.0,0.0,22.5,350.0
20210506,2,1.2038,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20381,70,1,1,350.0,0.0,40.0,350.0
20210506,2,1.20382,42,1,1,350.0,0.0,45.0,350.0
20210506,2,1.20383,42,1,1,350.0,0.0,114.0,350.0
20210506,2,1.20384,33,1,2,200.0,0.0,33.333333333333336,200.0
20210506,2,1.20384,42,1,1,350.0,0.0,16.666666666666668,350.0
20210506,2,1.20385,42,1,1,350.0,0.0,0.0,350.0
20210506,2,1.20386,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20346,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20347,42,1,1,350.0,0.0,71.0,350.0
20210507,2,1.20348,33,1,1,100.0,0.0,18.333333333333332,100.0
20210507,2,1.20348,42,1,1,0.0,0.0,18.333333333333332,0.0
20210507,2,1.20348,70,1,2,0.0,0.0,18.333333333333332,0.0
20210507,2,1.20349,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.2035,33,1,1,100.0,0.0,22.5,100.0
20210507,2,1.2035,39,1,1,100.0,0.0,22.5,100.0
20210507,2,1.20351,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20352,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20353,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20354,42,1,2,350.0,0.0,45.0,350.0
20210507,2,1.20355,42,1,1,350.0,0.0,0.0,350.0
20210507,2,1.20356,42,1,1,350.0,0.0,114.0,350.0
20210507,2,1.20357,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20358,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20359,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.2036,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20361,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20362,42,1,1,350.0,0.0,114.0,350.0
20210507,2,1.20363,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20364,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20365,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20366,70,1,1,350.0,0.0,65.0,350.0
20210507,2,1.20367,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20368,42,1,1,350.0,0.0,45.0,350.0
20210507,2,1.20369,39,1,2,200.0,0.0,114.0,200.0
20210508,2,1.20341,42,1,3,0.0,0.0,50.0,0.0
20210508,2,1.20342,70,1,1,350.0,0.0,0.0,350.0
20210508,2,1.20343,42,1,1,350.0,0.0,45.0,350.0
20210508,2,1.20344,42,1,1,350.0,0.0,45.0,350.0
20210508,2,1.20345,42,1,1,350.0,0.0,45.0,350.0
20210509,2,1.20065,42,1,1,350.0,0.0,45.0,350.0
20210510,2,1.20335,42,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20335,70,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20336,42,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20336,70,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20337,42,2,4,0.0,0.0,25.0,0.0
20210510,2,1.20337,70,2,2,0.0,0.0,25.0,0.0
20210510,2,1.20338,42,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20338,62,1,1,350.0,0.0,22.5,350.0
20210510,2,1.20339,42,1,1,350.0,0.0,45.0,350.0
20210510,2,1.2034,39,1,1,350.0,0.0,22.5,350.0
20210510,2,1.2034,62,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20185,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20186,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20187,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20188,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20189,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.2019,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20191,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20192,38,1,1,350.0,0.0,65.0,350.0
20210511,2,1.20193,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20194,42,1,2,0.0,0.0,47.5,0.0
20210511,2,1.20194,70,1,1,0.0,0.0,47.5,0.0
20210511,2,1.20195,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20196,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20197,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20198,42,1,1,0.0,0.0,51.666666666666664,0.0
20210511,2,1.20198,62,1,1,0.0,0.0,51.666666666666664,0.0
20210511,2,1.20198,70,1,1,0.0,0.0,51.666666666666664,0.0
20210511,2,1.20199,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.202,39,1,3,0.0,0.0,45.0,0.0
20210511,2,1.20201,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20202,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20202,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20202,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20203,42,1,1,350.0,0.0,0.0,350.0
20210511,2,1.20204,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20204,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20204,70,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20205,42,1,2,350.0,0.0,45.0,350.0
20210511,2,1.20206,70,1,1,350.0,0.0,110.0,350.0
20210511,2,1.20207,42,1,1,350.0,0.0,0.0,350.0
20210511,2,1.20208,42,1,1,350.0,0.0,114.0,350.0
20210511,2,1.20209,62,1,1,350.0,0.0,40.0,350.0
20210511,2,1.2021,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20211,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20212,38,2,2,350.0,0.0,0.0,350.0
20210511,2,1.20212,42,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20212,62,2,2,350.0,0.0,0.0,350.0
20210511,2,1.20213,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20213,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20213,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20214,33,1,3,300.0,0.0,37.5,300.0
20210511,2,1.20214,70,1,1,350.0,0.0,12.5,350.0
20210511,2,1.20215,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20216,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20217,42,1,1,350.0,0.0,114.0,350.0
20210511,2,1.20218,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20219,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.2022,38,1,1,0.0,0.0,51.333333333333336,0.0
20210511,2,1.2022,42,1,1,0.0,0.0,51.333333333333336,0.0
20210511,2,1.2022,62,1,1,0.0,0.0,51.333333333333336,0.0
20210511,2,1.20221,33,1,5,500.0,0.0,55.0,500.0
20210511,2,1.20222,38,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20222,42,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20222,62,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20223,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20224,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20225,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20226,33,1,3,300.0,0.0,45.0,300.0
20210511,2,1.20227,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20228,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20229,38,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20229,42,2,2,350.0,0.0,31.666666666666668,350.0
20210511,2,1.20229,70,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.2023,39,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.2023,42,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.2023,62,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20231,33,1,3,300.0,0.0,45.0,300.0
20210511,2,1.20232,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20232,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20232,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20233,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20233,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20233,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20234,42,1,2,0.0,0.0,25.0,0.0
20210511,2,1.20234,70,1,1,0.0,0.0,25.0,0.0
20210511,2,1.20235,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20236,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20236,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20236,70,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20237,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20237,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20237,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20238,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20239,38,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20239,42,1,1,350.0,0.0,22.5,350.0
20210511,2,1.2024,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20241,33,1,3,300.0,0.0,45.0,300.0
20210511,2,1.20242,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20243,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20244,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20245,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20246,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20247,33,1,1,100.0,0.0,13.75,100.0
20210511,2,1.20247,38,1,1,0.0,0.0,13.75,0.0
20210511,2,1.20247,42,1,1,0.0,0.0,13.75,0.0
20210511,2,1.20247,62,1,1,0.0,0.0,13.75,0.0
20210511,2,1.20248,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20249,42,1,2,0.0,0.0,25.0,0.0
20210511,2,1.20249,62,1,1,0.0,0.0,25.0,0.0
20210511,2,1.2025,33,1,3,300.0,0.0,85.0,300.0
20210511,2,1.20251,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20252,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20253,42,1,1,350.0,0.0,114.0,350.0
20210511,2,1.20254,42,1,1,350.0,0.0,0.0,350.0
20210511,2,1.20255,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20256,33,1,3,300.0,0.0,128.0,300.0
20210511,2,1.20257,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20258,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20259,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.2026,42,1,2,350.0,0.0,85.0,350.0
20210511,2,1.20261,42,1,1,350.0,0.0,114.0,350.0
20210511,2,1.20262,39,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20262,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20262,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20263,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20264,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20265,42,1,1,350.0,0.0,0.0,350.0
20210511,2,1.20266,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20267,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20268,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20269,33,1,1,100.0,0.0,40.0,100.0
20210511,2,1.2027,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20271,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20272,39,1,3,0.0,0.0,128.0,0.0
20210511,2,1.20273,42,1,1,350.0,0.0,42.5,350.0
20210511,2,1.20273,62,1,1,350.0,0.0,42.5,350.0
20210511,2,1.20274,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20275,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20275,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20275,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20276,39,1,2,0.0,0.0,30.0,0.0
20210511,2,1.20276,70,1,1,0.0,0.0,15.0,0.0
20210511,2,1.20277,42,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20277,70,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20278,38,1,3,0.0,0.0,77.0,0.0
20210511,2,1.20278,62,1,1,350.0,0.0,77.0,350.0
20210511,2,1.20279,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20279,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20279,70,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.2028,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20281,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20282,70,1,1,350.0,0.0,40.0,350.0
20210511,2,1.20283,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20284,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20285,33,1,6,600.0,0.0,65.0,600.0
20210511,2,1.20286,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20287,42,1,1,350.0,0.0,71.0,350.0
20210511,2,1.20288,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20289,39,1,2,350.0,0.0,45.0,350.0
20210511,2,1.2029,42,1,2,350.0,0.0,45.0,350.0
20210511,2,1.20291,38,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20291,42,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20291,62,1,1,0.0,0.0,0.0,0.0
20210511,2,1.20292,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20293,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20294,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20295,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20296,42,1,1,350.0,0.0,64.0,350.0
20210511,2,1.20296,62,1,1,350.0,0.0,64.0,350.0
20210511,2,1.20297,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20298,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20299,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20299,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20299,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.203,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20301,42,1,1,350.0,0.0,114.0,350.0
20210511,2,1.20302,39,1,2,0.0,0.0,85.33333333333333,0.0
20210511,2,1.20302,62,1,1,0.0,0.0,42.666666666666664,0.0
20210511,2,1.20303,42,1,2,350.0,0.0,128.0,350.0
20210511,2,1.20304,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20305,38,2,2,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20305,42,2,2,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20305,62,2,2,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20306,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20307,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20308,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20309,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.2031,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20311,39,1,1,350.0,0.0,40.0,350.0
20210511,2,1.20312,38,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20312,42,1,1,350.0,0.0,22.5,350.0
20210511,2,1.20313,38,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20313,42,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20313,62,1,1,0.0,0.0,16.666666666666668,0.0
20210511,2,1.20314,38,1,1,350.0,0.0,40.0,350.0
20210511,2,1.20315,38,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20315,42,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20315,62,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20316,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20317,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20318,42,1,1,350.0,0.0,45.0,350.0
20210511,2,1.20319,42,1,1,0.0,0.0,31.666666666666668,0.0
20210511,2,1.20319,62,1,1,0.0,0.0,31.666666666666668,0.0
